UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID
338600,Forest Park,IL,US,60130,None,Marketing and Business Management,1994-01-01 00:00:00,3,18.0,,No,0,21.0
339472,Waterloo,IL,US,62298,High School,Not Applicable,1992-08-01 00:00:00,4,21.0,No,No,0,0.0
341087,Wheaton,IL,US,60189,None,,,1,2.0,,No,0,
341903,Chicago,IL,US,60644,High School,social science,2008-04-01 00:00:00,4,7.0,,No,0,98.0
342213,Lake Forest,IL,US,60045,Bachelor's,Politics,2012-05-01 00:00:00,4,3.0,Yes,No,0,0.0
342807,Grayslake,IL,US,60030,Bachelor's,Administration,2011-05-01 00:00:00,5,8.0,Yes,Yes,5,80.0
343359,Chicago,IL,US,60827,None,,,1,4.0,Yes,No,0,
343599,Loves Park,IL,US,61111,High School,"Education, General",2008-05-01 00:00:00,6,8.0,Yes,No,0,131.0
344481,Lisle,IL,US,60532,Bachelor's,Marketing,2012-04-01 00:00:00,5,5.0,Yes,No,0,23.0
345288,Chicago,IL,US,60614,Bachelor's,Communications & Media,2011-07-01 00:00:00,6,4.0,,No,0,124.0
345423,Grayslake,IL,US,60030,Master's,Teaching,2009-08-01 00:00:00,9,9.0,Yes,No,0,112.0
345545,Berwyn,IL,US,60402-3216,Bachelor's,Art,1993-01-01 00:00:00,5,18.0,Yes,No,0,0.0
346187,Rockford,IL,US,61109,None,,2003-12-01 00:00:00,4,10.0,No,No,0,
347527,Bloomington,IL,US,61704,Master's,Mechanical Engineering,,3,5.0,,No,0,148.0
347572,Tinley Park,IL,US,60477,None,,,3,9.0,,No,0,
347941,Chicago,IL,US,60606,Associate's,Applied Science/Accounting,,6,21.0,,No,0,98.0
348048,Mount Prospect,IL,US,60056,Bachelor's,Operations Management / Information Systems,2001-01-01 00:00:00,4,10.0,Yes,No,0,134.0
349026,Chicago,IL,US,60629,None,,,3,24.0,,No,0,
349191,Arlington Heights,IL,US,60005,Master's,Counseling Psychology,2012-05-01 00:00:00,3,4.0,Yes,No,0,173.0
349493,Mascoutah,IL,US,62258,None,Paralegal,2003-06-01 00:00:00,3,9.0,No,Yes,2,174.0
351098,Barrington,IL,US,60010,Bachelor's,Manufacturiung & Management,1995-07-01 00:00:00,8,20.0,No,Yes,40,17.0
351614,Rockford,IL,US,61107,Bachelor's,mechanical,,4,12.0,Yes,Yes,10,148.0
352309,Chicago,IL,US,60638,Vocational,Administrative & Computer Software Specialization,2003-08-01 00:00:00,2,9.0,No,No,0,110.0
352729,Chicago,IL,US,60690,Bachelor's,Information Technology,2013-12-01 00:00:00,3,5.0,,No,0,134.0
353167,Chicago,IL,US,60805,Master's,,2012-04-01 00:00:00,3,4.0,No,No,0,
353182,Crystal Lake,IL,US,60014,High School,General Education,2009-05-01 00:00:00,5,7.0,No,No,0,131.0
353343,Chicago,IL,US,60656,Bachelor's,Business Administration,,6,12.0,Yes,No,0,80.0
353648,Chicago,IL,US,60659,Master's,MBA - Finance,2013-06-01 00:00:00,3,6.0,Yes,No,0,79.0
353974,Chicago,IL,US,60630,Bachelor's,,1983-01-01 00:00:00,5,28.0,Yes,Yes,5,
354768,Lynwood,IL,US,60411,Bachelor's,Technical Management,2012-02-01 00:00:00,4,21.0,,No,0,74.0
354925,Chicago,IL,US,60638,Bachelor's,Chemistry,2012-04-01 00:00:00,3,4.0,No,No,0,0.0
355388,Rockford,IL,US,61104,High School,Not Applicable,2003-01-01 00:00:00,4,6.0,Yes,No,0,0.0
355640,Scott AFB,IL,US,62225,Associate's,"Business Administration and Management, General",2014-06-01 00:00:00,3,3.0,No,No,0,80.0
356582,Chicago,IL,US,60610,Master's,Electrical & Computer Engineering,2008-05-01 00:00:00,1,3.0,Yes,No,0,179.0
360160,Calumet City,IL,US,60409,Bachelor's,Healthcare Management,,3,7.0,Yes,No,0,17.0
360466,Peoria,IL,US,61614,Bachelor's,Theatre,2007-01-01 00:00:00,6,7.0,,No,0,0.0
361744,Kankakee,IL,US,60901,Associate's,Criminal Justice,2011-01-01 00:00:00,0,,No,No,0,111.0
361965,Chicago Heights,IL,US,60411,High School,Not Applicable,2011-06-01 00:00:00,1,1.0,No,No,0,0.0
362047,Broadview,IL,US,60155,None,,,2,6.0,,No,0,
362295,Elmhurst,IL,US,60126,High School,,2008-07-01 00:00:00,4,5.0,Yes,No,0,
362669,Chicago,IL,US,60617,Bachelor's,Chemistry,2010-12-01 00:00:00,3,8.0,Yes,No,0,0.0
364527,Arlington Heights,IL,US,60005,None,,1999-09-01 00:00:00,4,6.0,,No,0,
364888,Palos Hills,IL,US,60465,None,,1991-01-01 00:00:00,3,25.0,No,No,0,
364971,Chicago,IL,US,60637,Bachelor's,Psychology,1983-06-01 00:00:00,4,33.0,No,No,0,173.0
366139,Naperville,IL,US,60540,High School,Not Applicable,2006-06-01 00:00:00,4,6.0,Yes,No,0,0.0
366614,Hanover Park,IL,US,60133,Bachelor's,Electrical,2009-07-01 00:00:00,1,1.0,,No,0,179.0
366636,Bolingbrook,IL,US,60490,High School,Not Applicable,1978-01-01 00:00:00,3,23.0,No,No,0,0.0
367460,Schiller Park,IL,US,60176,Bachelor's,,2002-01-01 00:00:00,4,16.0,Yes,No,0,
368036,Naperville,IL,US,60540,PhD,Telecommunications Engineering,2012-06-01 00:00:00,4,9.0,Yes,No,0,170.0
368415,Waukegan,IL,US,60085,None,,1981-06-01 00:00:00,1,18.0,No,Yes,15,
368678,Chicago,IL,US,60618,None,Communications,,4,24.0,Yes,No,0,124.0
369216,Grayslake,IL,US,60030,High School,Not Applicable,1975-01-01 00:00:00,2,17.0,No,No,0,0.0
370167,Chicago,IL,US,60612,None,Profit Accounting,1979-01-01 00:00:00,8,28.0,No,No,0,44.0
371844,Chicago,IL,US,60622,Bachelor's,Marketing,2005-01-01 00:00:00,2,6.0,Yes,No,0,23.0
372305,Woodridge,IL,US,60517,Master's,Finance and Human,2009-01-01 00:00:00,2,1.0,No,No,0,79.0
373036,Cary,IL,US,60013,Bachelor's,Career and Technical Education,2010-09-01 00:00:00,4,5.0,Yes,No,0,131.0
375877,Harwood Heights,IL,US,60706,None,Computer Science,,7,27.0,,No,0,98.0
376965,Chicago,IL,US,60622,High School,,2008-06-01 00:00:00,5,5.0,Yes,Yes,2,
378334,Lake Zurich,IL,US,60047,Bachelor's,Marketing,2012-05-01 00:00:00,4,4.0,,No,0,23.0
378473,Naperville,IL,US,60565,Associate's,,1992-01-01 00:00:00,8,19.0,Yes,No,0,
380682,Plainfield,IL,US,60586,None,,,2,25.0,Yes,Yes,65,
382090,Schaumburg,IL,US,60194,Bachelor's,Logistics,2000-08-01 00:00:00,3,5.0,No,No,0,0.0
385654,Plainfield,IL,US,60585,High School,Not Applicable,,2,7.0,,No,0,0.0
385850,Mount Prospect,IL,US,60056,Associate's,Hospitality Management,,5,3.0,Yes,No,0,17.0
386122,Chicago,IL,US,60646,Master's,,,7,16.0,No,No,0,
386368,Chicago,IL,US,60634,None,Nursing,1995-01-01 00:00:00,9,17.0,Yes,Yes,10,130.0
387865,Streamwood,IL,US,60107,None,,,4,6.0,Yes,No,0,
389009,East Saint Louis,IL,US,62203,High School,Not Applicable,2012-04-01 00:00:00,1,1.0,No,No,0,0.0
389139,Braidwood,IL,US,60408,High School,Not Applicable,2000-01-01 00:00:00,5,11.0,No,No,0,0.0
389217,Matteson,IL,US,60443,Associate's,,,5,9.0,No,Yes,10,
389424,Calumet City,IL,US,60409,High School,general,,2,5.0,,No,0,35.0
389962,Chicago,IL,US,60612,PhD,magna,,2,8.0,Yes,No,0,0.0
390096,Evanston,IL,US,60202,None,Medical Administrative,2010-12-01 00:00:00,4,10.0,Yes,No,0,30.0
391090,Willowbrook,IL,US,60527,Bachelor's,Public Administration,2010-05-01 00:00:00,4,11.0,Yes,No,0,80.0
391761,Western Springs,IL,US,60558,Bachelor's,Political Science,,10,39.0,Yes,Yes,25,98.0
393642,Addison,IL,US,60101,None,,,2,17.0,Yes,No,0,
394613,Chicago,IL,US,60641,High School,,,2,11.0,Yes,No,0,
394680,Cary,IL,US,60013,High School,Not Applicable,1981-01-01 00:00:00,5,30.0,Yes,No,0,0.0
395271,Chicago,IL,US,60653,Bachelor's,Education,1998-01-01 00:00:00,3,10.0,No,No,0,131.0
395528,Naperville,IL,US,60564,High School,Not Applicable,2005-06-01 00:00:00,4,9.0,Yes,No,0,0.0
397337,Chicago,IL,US,60637,None,,,0,,No,No,0,
399019,Chicago,IL,US,60618,High School,Not Applicable,2006-01-01 00:00:00,4,7.0,Yes,No,0,0.0
399286,Chicago,IL,US,60624,High School,Not Applicable,1989-01-01 00:00:00,3,14.0,No,No,0,0.0
400401,Streamwood,IL,US,60107,High School,Not Applicable,1992-01-01 00:00:00,4,20.0,Yes,No,0,0.0
400544,Chicago,IL,US,60607,Bachelor's,History,2012-05-01 00:00:00,9,3.0,,No,0,0.0
400576,Plainfield,IL,US,60586,None,,,1,4.0,,No,0,
400609,McHenry,IL,US,60050,Master's,,,6,17.0,No,No,0,
401046,Chicago,IL,US,60624,Bachelor's,,2012-04-01 00:00:00,5,9.0,No,No,0,
401172,Bensenville,IL,US,60106,None,,,0,,,No,0,
402196,Chicago,IL,US,60644,Bachelor's,,1989-01-01 00:00:00,3,8.0,No,No,0,
402604,Chicago,IL,US,60610,High School,Not Applicable,2011-01-01 00:00:00,4,3.0,No,No,0,0.0
402833,Chicago,IL,US,60625,High School,Not Applicable,1993-01-01 00:00:00,7,11.0,No,No,0,0.0
404835,Lisle,IL,US,60532,High School,,1972-05-01 00:00:00,3,34.0,No,No,0,
405415,Tinley Park,IL,US,60477,None,,,3,37.0,No,No,0,
405605,Midlothian,IL,US,60445,None,,,2,3.0,Yes,No,0,
405728,Chicago,IL,US,60619,High School,Not Applicable,1998-01-01 00:00:00,8,12.0,Yes,No,0,0.0
406161,Skokie,IL,US,60077,Bachelor's,Management Business,2009-01-01 00:00:00,4,6.0,,No,0,21.0
406951,Westchester,IL,US,60154,Bachelor's,Business Administration,,3,12.0,No,No,0,80.0
406973,Skokie,IL,US,60077,Bachelor's,,,5,4.0,Yes,No,0,
406993,Oak Forest,IL,US,60452,Bachelor's,Management Information Systems,2012-03-01 00:00:00,5,5.0,Yes,No,0,134.0
407154,Chicago,IL,US,60621,None,,,7,7.0,No,No,0,
408322,Chicago,IL,US,60630,Master's,Health Resources Management,1984-05-01 00:00:00,1,24.0,No,Yes,15,63.0
412946,Bellwood,IL,US,60104,None,pest and chemical,2011-01-01 00:00:00,3,19.0,No,Yes,8,10.0
413327,Chicago,IL,US,60645,High School,Not Applicable,2012-04-01 00:00:00,1,1.0,No,Yes,2,0.0
414054,Chicago,IL,US,60601,Bachelor's,Organizational Leadership,,5,21.0,,No,0,76.0
414169,Schaumburg,IL,US,60193,High School,Not Applicable,2003-09-01 00:00:00,3,5.0,Yes,No,0,0.0
414386,Champaign,IL,US,61821,High School,Not Applicable,2007-05-01 00:00:00,3,5.0,Yes,No,0,0.0
414861,Chicago,IL,US,60614,Master's,,,4,5.0,Yes,No,0,
415325,Chicago,IL,US,60618,None,,,3,7.0,Yes,No,0,
416014,Chicago,IL,US,60647,None,,,7,37.0,Yes,No,0,
416100,Belleville,IL,US,62223,Associate's,Industrial Electronics,,3,9.0,Yes,No,0,173.0
416114,Springfield,IL,US,62703,High School,na,,4,10.0,No,Yes,368,0.0
416695,Chicago,IL,US,60614,Master's,,2012-03-01 00:00:00,6,12.0,Yes,Yes,50,
417078,Chicago,IL,US,60655,High School,Not Applicable,2008-05-01 00:00:00,3,6.0,Yes,No,0,0.0
417680,Alsip,IL,US,60803,Associate's,Present,2012-04-01 00:00:00,7,7.0,Yes,No,0,0.0
417911,Chicago,IL,US,60654,None,,,2,17.0,Yes,No,0,
418731,Highland Park,IL,US,60035,Associate's,Nursing,,4,13.0,Yes,No,0,130.0
419484,Markham,IL,US,60428,High School,Not Applicable,,2,20.0,Yes,No,0,0.0
420257,Peoria,IL,US,61605,None,,,9,6.0,,No,0,
420627,Lake Forest,IL,US,60045,Bachelor's,Politics & Latin American Studies,,5,4.0,,No,0,117.0
422160,South Holland,IL,US,60473,None,,,2,4.0,,No,0,
427813,Saint Charles,IL,US,60175,Bachelor's,Accountancy,2012-05-01 00:00:00,2,5.0,Yes,No,0,0.0
428596,Rockford,IL,US,61108,None,,,1,2.0,No,No,0,
428711,Chicago,IL,US,60624,High School,General Studies,2007-06-01 00:00:00,3,7.0,,No,0,117.0
428747,Waukegan,IL,US,60087,Master's,General Business,1976-01-01 00:00:00,9,41.0,Yes,Yes,3,35.0
429324,Bolingbrook,IL,US,60440,None,,,0,,,No,0,
431909,Chicago,IL,US,60629,None,Automotive Technology,2004-07-01 00:00:00,4,9.0,Yes,No,0,116.0
432215,Groveland,IL,US,61535,Bachelor's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2010-01-01 00:00:00,2,22.0,No,No,0,39.0
433092,Schaumburg,IL,US,60194,None,general studies,2012-04-01 00:00:00,3,8.0,Yes,Yes,6,117.0
433846,Peoria,IL,US,61614,Bachelor's,Accounting,,0,,No,No,0,44.0
434352,Chicago,IL,US,60616,Bachelor's,,2011-05-01 00:00:00,4,11.0,Yes,No,0,
439237,Lake in the Hills,IL,US,60156,None,,1999-01-01 00:00:00,3,12.0,No,No,0,
440453,Ashland,IL,US,62612,High School,Not Applicable,1997-01-01 00:00:00,3,10.0,No,No,0,0.0
440980,Naperville,IL,US,60567,Bachelor's,Accounting,2012-05-01 00:00:00,5,5.0,No,No,0,44.0
442015,Plainfield,IL,US,60586,Bachelor's,E-Commerce,2010-04-01 00:00:00,8,9.0,No,No,0,0.0
443165,Chicago,IL,US,60655,High School,Not Applicable,1989-06-01 00:00:00,4,15.0,Yes,No,0,0.0
444236,Lovington,IL,US,61937,High School,Not Applicable,2006-01-01 00:00:00,4,2.0,,No,0,0.0
446172,Chicago,IL,US,60637,High School,Not Applicable,,4,5.0,No,No,0,0.0
446515,Chicago,IL,US,60644,None,Music Studies,2011-06-01 00:00:00,2,4.0,Yes,No,0,117.0
447722,Chicago,IL,US,60618,Bachelor's,Networking,,5,5.0,No,Yes,2,0.0
447929,Chicago,IL,US,60646,None,Computer Science,,5,17.0,Yes,No,0,98.0
448147,Chicago,IL,US,60638,High School,,1990-06-01 00:00:00,3,24.0,No,Yes,14,
448819,Chicago,IL,US,60651,None,Business Finance Management,2010-11-01 00:00:00,6,6.0,Yes,No,0,79.0
449310,Joliet,IL,US,60435,High School,Not Applicable,2007-01-01 00:00:00,5,5.0,Yes,No,0,0.0
450073,Elwood,IL,US,60421,Bachelor's,"Mathematics, General",2014-05-01 00:00:00,2,2.0,No,No,0,35.0
450239,Park Forest,IL,US,60466,High School,Not Applicable,,3,3.0,No,No,0,0.0
452754,Harvey,IL,US,60426,High School,Not Applicable,1980-06-01 00:00:00,2,9.0,No,No,0,0.0
454900,Lombard,IL,US,60148,Bachelor's,Spanish,2012-05-01 00:00:00,6,7.0,Yes,No,0,0.0
455632,Belleville,IL,US,62221,Associate's,Paralegal Studies,2012-05-01 00:00:00,3,8.0,Yes,No,0,117.0
455905,Chicago,IL,US,60622,Master's,Social Work,2012-04-01 00:00:00,6,9.0,Yes,No,0,141.0
456792,Chicago Heights,IL,US,60411,Associate's,,,4,22.0,,No,0,
457105,Springfield,IL,US,62707,Bachelor's,Arts & Humanities,2008-12-01 00:00:00,6,8.0,,No,0,111.0
459715,University Park,IL,US,60484,None,Business Law and Political Science,2005-05-01 00:00:00,5,8.0,Yes,No,0,98.0
461035,Chicago,IL,US,60605,Master's,Accountancy,2002-05-01 00:00:00,4,9.0,No,No,0,0.0
464627,Peoria,IL,US,61614,High School,Not Applicable,,4,37.0,Yes,No,0,0.0
465505,Tinley Park,IL,US,60477,Bachelor's,Chemical Engineering,2012-05-01 00:00:00,3,4.0,Yes,Yes,4,170.0
465690,Oswego,IL,US,60543,High School,Not Applicable,1983-01-01 00:00:00,6,25.0,,No,0,0.0
466366,Normal,IL,US,61761,Associate's,Cable TV Engineering,,6,33.0,Yes,No,0,170.0
466730,Plainfield,IL,US,60585,None,,,5,15.0,Yes,No,0,
466836,Highland,IL,US,62249,Bachelor's,Marketing,2011-05-01 00:00:00,5,7.0,Yes,No,0,23.0
468619,Elmwood Park,IL,US,60707,Bachelor's,Mathematics,2011-12-01 00:00:00,2,3.0,No,No,0,0.0
469311,Wheeling,IL,US,60090,Associate's,,,3,15.0,,No,0,
470343,Chicago,IL,US,60631,None,,,6,32.0,Yes,No,0,
470891,Edwardsville,IL,US,62025,Master's,,,4,3.0,No,No,0,
473100,East Saint Louis,IL,US,62203,None,Business Administration,1990-01-01 00:00:00,6,25.0,Yes,No,0,80.0
474338,Woodstock,IL,US,60098,Associate's,,2007-05-01 00:00:00,3,3.0,No,No,0,
474355,Palatine,IL,US,60067,None,"Marketing, Psychology and Paralegal",,4,21.0,Yes,Yes,10,23.0
474785,Chicago,IL,US,60616,PhD,Biochemistry and Molecular,2009-01-01 00:00:00,5,10.0,Yes,No,0,0.0
474922,Bartlett,IL,US,60103,Bachelor's,English and Education,2005-01-01 00:00:00,9,9.0,No,No,0,131.0
477483,Chicago,IL,US,60603,Bachelor's,,2005-06-01 00:00:00,4,14.0,No,No,0,
478447,Schaumburg,IL,US,60193,None,,,4,15.0,Yes,No,0,
480337,Pocahontas,IL,US,62275,Bachelor's,Sports and Recreation Management,2006-05-01 00:00:00,9,12.0,,No,0,17.0
480349,Glenview,IL,US,60025,High School,Not Applicable,2011-01-01 00:00:00,2,2.0,No,No,0,0.0
481416,Chicago,IL,US,60651,None,Business Law,1998-01-01 00:00:00,3,10.0,Yes,No,0,21.0
481589,Saint Charles,IL,US,60174,High School,Not Applicable,1992-01-01 00:00:00,5,17.0,No,No,0,0.0
483016,Glendale Heights,IL,US,60139,Bachelor's,,2012-05-01 00:00:00,2,7.0,Yes,No,0,
483950,Crete,IL,US,60417,Bachelor's,General Studies,2000-01-01 00:00:00,7,12.0,Yes,No,0,117.0
484272,Riverdale,IL,US,60827,Bachelor's,Electronic Engineering,2006-06-01 00:00:00,4,14.0,Yes,No,0,170.0
484407,Burbank,IL,US,60459,None,,,9,33.0,Yes,No,0,
484780,Cary,IL,US,60013,Associate's,education,1982-01-01 00:00:00,1,26.0,No,Yes,3,131.0
486557,Park Forest,IL,US,60466,None,,1972-05-01 00:00:00,1,15.0,No,No,0,
487084,Elgin,IL,US,60120,Vocational,"Boiler Operations, HVAC Repairs & Controllers, Maintenance Engineering",1996-05-01 00:00:00,5,34.0,No,Yes,10,170.0
487086,Hampshire,IL,US,60140,Associate's,Professional Nursing,2000-05-01 00:00:00,4,15.0,Yes,No,0,143.0
487716,Bloomington,IL,US,61704,Bachelor's,"Fine/Studio Arts, Metalsmithing",2011-12-01 00:00:00,7,15.0,Yes,Yes,1,111.0
489714,Orland Park,IL,US,60467,None,,,2,8.0,Yes,No,0,
489780,Bartlett,IL,US,60103,Bachelor's,Imaging,2006-12-01 00:00:00,7,14.0,Yes,No,0,0.0
491141,Chicago,IL,US,60619,None,"Music, General",,2,5.0,,No,0,35.0
491809,Aurora,IL,US,60505,None,,,6,7.0,No,No,0,
492192,Chicago,IL,US,60616,None,,,3,17.0,Yes,Yes,15,
493004,Chicago,IL,US,60622,Bachelor's,Liberal Arts,1986-01-01 00:00:00,3,16.0,Yes,No,0,111.0
493897,Riverdale,IL,US,60827,High School,word processing,2002-06-01 00:00:00,4,7.0,No,Yes,6,162.0
494042,Schaumburg,IL,US,60193,None,Retail Management,1985-05-01 00:00:00,8,24.0,,No,0,77.0
494077,Park Forest,IL,US,60466,Associate's,Information Technology/ IT Support,2011-06-01 00:00:00,3,11.0,No,No,0,134.0
495586,Barstow,IL,US,61236,None,,2001-05-01 00:00:00,3,9.0,Yes,No,0,
496308,Harwood Heights,IL,US,60706,Bachelor's,Aeronautical and Astronautical Engineering,2011-12-01 00:00:00,3,3.0,No,No,0,170.0
496693,Harvard,IL,US,60033,High School,,2009-06-01 00:00:00,4,3.0,Yes,No,0,
498085,Chicago,IL,US,60652,High School,Not Applicable,,3,12.0,,No,0,0.0
498718,Sumner,IL,US,62466,Associate's,Accounting and Computing,2011-09-01 00:00:00,3,5.0,Yes,No,0,44.0
499025,Elburn,IL,US,60119,Associate's,Electro-Mechanics of Industrial Equipment,1980-01-01 00:00:00,7,32.0,Yes,No,0,173.0
500649,Chicago,IL,US,60640,None,Management,,2,14.0,No,No,0,17.0
501521,Calumet City,IL,US,60409,Bachelor's,,2007-12-01 00:00:00,2,7.0,No,No,0,
501568,Aurora,IL,US,60505,None,,,4,5.0,Yes,No,0,
501595,Naperville,IL,US,60565,Bachelor's,Human Resources,2012-05-01 00:00:00,4,6.0,No,Yes,15,49.0
502212,Chicago,IL,US,60601,Bachelor's,word processing,1984-01-01 00:00:00,4,24.0,No,No,0,162.0
503151,Chicago,IL,US,60616,Master's,Biological Science,2010-08-01 00:00:00,5,6.0,Yes,No,0,98.0
505333,Chicago,IL,US,60622,High School,Not Applicable,,2,4.0,No,No,0,0.0
505731,Chicago,IL,US,60620,None,,,6,21.0,Yes,No,0,
506122,Chicago,IL,US,60616,Associate's,Applied Science Accounting,2007-01-01 00:00:00,2,12.0,Yes,No,0,98.0
506173,Chicago,IL,US,60617,None,,,1,6.0,No,No,0,
506478,Evanston,IL,US,60202,None,,,6,7.0,Yes,No,0,
507377,Chicago,IL,US,60706,None,,,6,16.0,Yes,No,0,
507911,Fox Lake,IL,US,60020,Bachelor's,Psychology and Criminal Justice,2009-12-01 00:00:00,3,8.0,,No,0,111.0
507959,Crystal Lake,IL,US,60014,None,,,0,,No,No,0,
508198,Chicago,IL,US,60656,Bachelor's,Political Science / Communication,2007-06-01 00:00:00,5,14.0,,No,0,194.0
508764,Chicago,IL,US,60618,None,,,4,13.0,No,Yes,25,
509905,Joliet,IL,US,60432,High School,Not Applicable,,2,9.0,Yes,No,0,0.0
509909,Crystal Lake,IL,US,60012,Bachelor's,Communication Studies,,8,17.0,Yes,Yes,15,194.0
511415,Evanston,IL,US,60201,Bachelor's,,2010-01-01 00:00:00,5,8.0,No,No,0,
511463,Peoria,IL,US,61604,High School,Not Applicable,1992-01-01 00:00:00,4,13.0,Yes,No,0,0.0
512135,Chicago,IL,US,60628,High School,Graphic Communications,2004-06-01 00:00:00,4,8.0,,No,0,124.0
512154,Chicago,IL,US,60615,None,CPR/SECURITY,2008-01-01 00:00:00,7,8.0,Yes,Yes,6,38.0
512509,Joliet,IL,US,60432,None,,,5,32.0,Yes,No,0,
513299,Glenview,IL,US,60025,Bachelor's,Computer Science,1998-01-01 00:00:00,3,12.0,,No,0,98.0
516755,Chicago,IL,US,60617,Associate's,Liberal Arts and Sciences/Liberal Studies,2011-05-01 00:00:00,4,4.0,Yes,No,0,111.0
517442,Hoffman Estates,IL,US,60169,None,Medical Insurance Billing Specialist,2012-04-01 00:00:00,3,10.0,No,No,0,126.0
517980,Northbrook,IL,US,60062,None,,2009-01-01 00:00:00,4,7.0,,No,0,
519760,Chicago,IL,US,60659,None,,,4,13.0,No,No,0,
519941,Frankfort,IL,US,60423,None,Drafting Technology,,0,,No,Yes,19,128.0
521259,Chicago,IL,US,60620,High School,Not Applicable,2005-01-01 00:00:00,0,,No,Yes,5,0.0
521329,Carol Stream,IL,US,60188,None,,,5,29.0,No,No,0,
521482,Naperville,IL,US,60565,Master's,Reading and Literacy,2004-06-01 00:00:00,7,12.0,Yes,Yes,65,0.0
523451,Chicago,IL,US,60620,None,Computer Science,,0,,No,No,0,98.0
524778,Chicago,IL,US,60644,Bachelor's,Medical Administrative Assisting,2011-01-01 00:00:00,1,1.0,Yes,Yes,3,30.0
525561,Elk Grove Village,IL,US,60007,None,,,3,26.0,No,No,0,
526219,Schaumburg,IL,US,60194,High School,College/University Prep,2002-06-01 00:00:00,3,5.0,Yes,No,0,85.0
526392,Bloomington,IL,US,61701,Bachelor's,International Relations,,5,19.0,Yes,Yes,20,191.0
526760,Chicago Ridge,IL,US,60415,None,,,0,,,No,0,
527846,Highland,IL,US,62249,High School,Not Applicable,1997-05-01 00:00:00,4,15.0,Yes,No,0,0.0
527859,Chicago,IL,US,60618,Bachelor's,Marketing,2011-12-01 00:00:00,4,13.0,Yes,No,0,23.0
528489,Burbank,IL,US,60459,Associate's,Business Administration,,5,3.0,No,No,0,80.0
528510,Chicago,IL,US,60649,Bachelor's,RECENT CAREER HISTORY,2010-01-01 00:00:00,2,6.0,Yes,No,0,42.0
530065,Harvey,IL,US,60426,High School,Not Applicable,1992-06-01 00:00:00,3,16.0,,No,0,0.0
530370,Chicago,IL,US,60644,Associate's,Fine Arts,,3,2.0,No,No,0,111.0
532540,Elgin,IL,US,60123,Associate's,Business Data Processing,,5,19.0,Yes,No,0,162.0
532599,Waukegan,IL,US,60085,None,,,0,,No,No,0,
532612,Bolingbrook,IL,US,60440,Associate's,Business Management,,5,12.0,Yes,No,0,21.0
532887,Frankfort,IL,US,60423,Associate's,Aviation Maintenance Technology,2007-06-01 00:00:00,3,10.0,No,No,0,128.0
533873,Crest Hill,IL,US,60403,None,,,4,17.0,No,No,0,
534274,South Holland,IL,US,60473,Master's,"Business Administration, Management and Operations, Other",2012-04-01 00:00:00,5,38.0,No,No,0,80.0
536386,Chicago,IL,US,60609,Bachelor's,Journalism and Media Studies,2013-01-01 00:00:00,3,1.0,No,Yes,4,117.0
539008,Chicago,IL,US,60639,Bachelor's,Liberal Arts and Sciences,2011-01-01 00:00:00,2,5.0,,No,0,111.0
539763,Oak Lawn,IL,US,60453,Bachelor's,History that included World and U.S,2011-12-01 00:00:00,2,5.0,Yes,Yes,8,0.0
539981,Chicago,IL,US,60660,High School,,1989-01-01 00:00:00,9,20.0,Yes,No,0,
541265,Chicago,IL,US,60642,None,Radio & Television Broadcasting,2011-05-01 00:00:00,5,12.0,Yes,Yes,6,0.0
541600,Chicago,IL,US,60637,Bachelor's,Business Management & Administration,2014-05-01 00:00:00,3,11.0,No,Yes,2,80.0
544035,Grayslake,IL,US,60030,None,Human Services,2012-04-01 00:00:00,5,7.0,Yes,Yes,4,42.0
544179,Chicago,IL,US,60615,Bachelor's,Criminal Justice/Law Enforcement Administration,2012-05-01 00:00:00,3,6.0,Yes,Yes,10,111.0
544933,Chicago,IL,US,60630,Associate's,appliedsience,2011-06-01 00:00:00,3,5.0,No,No,0,0.0
545337,Chicago,IL,US,60625,Bachelor's,Communications,2013-05-01 00:00:00,8,4.0,Yes,No,0,124.0
545686,Chicago,IL,US,60619,Bachelor's,,2006-05-01 00:00:00,3,5.0,No,No,0,
546679,Orland Park,IL,US,60462,None,Medical/Clinical Assistant,2012-05-01 00:00:00,4,4.0,No,No,0,99.0
547565,Gardner,IL,US,60424,High School,Not Applicable,2009-01-01 00:00:00,1,0.0,Yes,No,0,0.0
549717,Seneca,IL,US,61360,Associate's,Medical,2012-10-01 00:00:00,3,10.0,No,Yes,6,30.0
550123,Marion,IL,US,62959,Bachelor's,Psychology,2006-12-01 00:00:00,4,11.0,No,No,0,173.0
550952,Belleville,IL,US,62223,None,,,3,32.0,,No,0,
552770,Chicago,IL,US,60657,Master's,Mechanical Engineering,2009-01-01 00:00:00,4,9.0,Yes,No,0,148.0
553515,Chicago,IL,US,60640,High School,Not Applicable,2009-01-01 00:00:00,7,5.0,Yes,No,0,0.0
554963,Collinsville,IL,US,62234,Bachelor's,Sociology,2010-01-01 00:00:00,10,14.0,Yes,No,0,0.0
556378,Maywood,IL,US,60153,Master's,Metallurgy Lab/Air Craft Quality Technician,2012-04-01 00:00:00,1,1.0,,No,0,137.0
